	audio_dropout	language_dropout	video_dropout	acc	mae	f_score
0	0	0	0	0.6997084548104956	1.1169329958718872	0.30092
1	0.15	0	0.15	0.7361516034985423	1.040953281149268	0.32055
2	0.4	0	0.4	0.7317784256559767	1.0640231244852523	0.33382
3	0.6	0	0.6	0.7157434402332361	1.0304901873872077	0.34236
4	0.8	0	0.8	0.7099125364431487	1.0763217707330215	0.30832
5	0.9	0	0.9	0.7317784256559767	1.0382107582478983	0.32517
6	0.95	0	0.95	0.7142857142857143	1.0550580028648977	0.32948
7	N/A	N/A	N/A	0.6953352769679301	1.1148194004787781	0.29761
