	audio_dropout	language_dropout	video_dropout	acc	loss	f_score
0	0	0	0	0.28488372093023256	tensor(1.8146)	0.42666
1	0.15	0	0.15	0.36046511627906974	tensor(1.6906)	0.4251
2	0.4	0	0.4	0.3883720930232558	tensor(1.5958)	0.4433
3	0.6	0	0.6	0.4290697674418605	tensor(1.5123)	0.45278
4	0.8	0	0.8	0.4697674418604651	tensor(1.4996)	0.491
5	0.9	0	0.9	0.45813953488372094	tensor(1.4622)	0.46852
6	0.95	0	0.95	0.4290697674418605	tensor(1.5208)	0.43612
7	N/A	N/A	N/A	0.45930232558139533	tensor(1.5276)	0.48104
