	audio_dropout	language_dropout	video_dropout	acc	loss	f_score
0	0	0	0	0.2651162790697674	tensor(1.8135)	0.3933
1	0.15	0	0.15	0.3697674418604651	tensor(1.6463)	0.43412
2	0.4	0	0.4	0.42209302325581394	tensor(1.5761)	0.45271
3	0.6	0	0.6	0.4476744186046512	tensor(1.5052)	0.47015
4	0.8	0	0.8	0.4627906976744186	tensor(1.4607)	0.47942
5	0.9	0	0.9	0.45348837209302323	tensor(1.4863)	0.47203
6	0.95	0	0.95	0.4313953488372093	tensor(1.4960)	0.4406
7	N/A	N/A	N/A	0.45	tensor(1.4870)	0.46078
